# ------------------------------------------------------------------------
# NASA-GSFC Planetary Spectrum Generator (PSG, Villanueva et al. 2018, 2022)
# Atmospheric transmittance spectrum synthesized with PUMAS
# Synthesized on Wed Jan 12 06:37:51 2022
# Spectral unit: Wavelength [um]
# ------------------------------------------------------------------------
# Wave/freq Total H2O CO2 O3 N2O CO CH4 O2 N2 Rayleigh CIA
7.961133171e+00 5.39313e-01 6.57717e-01 9.95135e-01 9.99994e-01 8.39951e-01 9.99999e-01 9.04652e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99914e-01
7.966440593e+00 4.47874e-01 7.09064e-01 9.94311e-01 9.99993e-01 8.03154e-01 9.99999e-01 6.45158e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99943e-01
7.971751553e+00 2.83901e-01 3.73486e-01 9.93537e-01 9.99994e-01 7.71472e-01 9.99999e-01 8.76743e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99953e-01
7.977066055e+00 1.59171e-01 3.90955e-01 9.94182e-01 9.99994e-01 7.97364e-01 9.99999e-01 3.07609e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99948e-01
7.982384099e+00 4.23245e-01 5.16808e-01 9.93920e-01 9.99993e-01 7.75079e-01 9.99999e-01 9.18799e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99972e-01
7.987705688e+00 4.85276e-01 5.30032e-01 9.93911e-01 9.99992e-01 8.95914e-01 9.99999e-01 9.68608e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99976e-01
7.993030825e+00 5.04869e-01 5.40121e-01 9.95144e-01 9.99990e-01 9.15633e-01 9.99999e-01 9.83417e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99960e-01
7.998359512e+00 6.07850e-01 8.45084e-01 9.94561e-01 9.99989e-01 9.19887e-01 9.99999e-01 7.44658e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99988e-01
8.003691752e+00 5.33845e-01 6.53263e-01 9.94059e-01 9.99989e-01 9.02255e-01 9.99999e-01 7.63728e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99966e-01
8.009027546e+00 4.49788e-01 4.90459e-01 9.90397e-01 9.99988e-01 9.12693e-01 9.99999e-01 9.34891e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99987e-01
8.014366898e+00 3.72305e-01 8.43264e-01 9.90839e-01 9.99987e-01 8.95654e-01 9.99999e-01 4.49276e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99986e-01
8.019709809e+00 6.08777e-01 7.39904e-01 9.91106e-01 9.99986e-01 8.98420e-01 9.99999e-01 8.71699e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99985e-01
8.025056283e+00 4.26990e-01 7.02557e-01 9.93666e-01 9.99989e-01 9.14060e-01 9.99999e-01 6.14863e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99993e-01
8.030406320e+00 2.64600e-01 3.76558e-01 9.93868e-01 9.99986e-01 9.70593e-01 9.99999e-01 5.95291e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99985e-01
8.035759924e+00 7.32248e-03 7.58267e-03 9.94279e-01 9.99985e-01 9.66189e-01 9.99999e-01 9.69142e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99992e-01
8.041117098e+00 7.31814e-02 7.90417e-02 9.94275e-01 9.99979e-01 9.63792e-01 9.99999e-01 7.54709e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99991e-01
8.046477842e+00 2.23944e-01 2.55877e-01 9.94072e-01 9.99980e-01 9.55352e-01 9.99999e-01 7.30652e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99994e-01
8.051842161e+00 5.09641e-01 7.19243e-01 9.93990e-01 9.99978e-01 9.52490e-01 9.99999e-01 6.91701e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99990e-01
8.057210056e+00 5.44909e-01 7.64148e-01 9.94406e-01 9.99977e-01 9.62184e-01 9.99999e-01 6.96790e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99990e-01
8.062581529e+00 4.77718e-01 4.93489e-01 9.95071e-01 9.99973e-01 9.87588e-01 9.99999e-01 9.67661e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99994e-01
8.067956583e+00 3.46340e-01 3.54860e-01 9.95439e-01 9.99976e-01 9.84897e-01 9.99999e-01 9.75370e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99981e-01
8.073335221e+00 6.79946e-01 8.02570e-01 9.97072e-01 9.99951e-01 9.84588e-01 9.99999e-01 8.12112e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99993e-01
8.078717445e+00 6.94790e-01 7.83544e-01 9.97143e-01 9.99951e-01 9.80752e-01 9.99999e-01 8.68718e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99985e-01
8.084103256e+00 3.34393e-01 4.06015e-01 9.97278e-01 9.99955e-01 9.81766e-01 9.99999e-01 6.91016e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99992e-01
8.089492658e+00 5.11492e-01 7.34481e-01 9.96483e-01 9.99958e-01 9.87494e-01 9.99999e-01 6.17863e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99990e-01
8.094885654e+00 9.01027e-01 9.28865e-01 9.96885e-01 9.99956e-01 9.93470e-01 9.99999e-01 9.77849e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99992e-01
8.100282244e+00 9.36251e-01 9.58688e-01 9.97155e-01 9.99936e-01 9.90953e-01 9.99999e-01 9.88005e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99972e-01
8.105682432e+00 7.83784e-01 9.31819e-01 9.97580e-01 9.99922e-01 9.91784e-01 9.99999e-01 8.32148e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99994e-01
8.111086220e+00 7.92787e-01 8.10071e-01 9.97821e-01 9.99916e-01 9.90669e-01 9.99999e-01 9.87051e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99969e-01
8.116493611e+00 9.38608e-01 9.55123e-01 9.98057e-01 9.99914e-01 9.94978e-01 9.99999e-01 9.89485e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99993e-01
8.121904607e+00 9.46055e-01 9.60369e-01 9.98663e-01 9.99922e-01 9.96599e-01 9.99999e-01 9.89820e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99978e-01
8.127319210e+00 7.09937e-01 9.29145e-01 9.98745e-01 9.99909e-01 9.95521e-01 9.99999e-01 7.62423e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99987e-01
8.132737423e+00 5.71965e-01 6.68622e-01 9.98871e-01 9.99924e-01 9.94817e-01 9.99999e-01 7.89169e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99976e-01
8.138159248e+00 7.40555e-01 8.62816e-01 9.98979e-01 9.99900e-01 9.95284e-01 9.99999e-01 8.47159e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99977e-01
8.143584687e+00 8.60710e-01 8.75168e-01 9.99091e-01 9.99890e-01 9.97025e-01 9.99999e-01 9.86908e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99974e-01
8.149013744e+00 5.85457e-01 5.90439e-01 9.99167e-01 9.99882e-01 9.96761e-01 9.99999e-01 9.93997e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99939e-01
8.154446420e+00 2.91330e-01 2.98058e-01 9.98932e-01 9.99857e-01 9.97317e-01 9.99999e-01 9.22632e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99979e-01
8.159882717e+00 1.68095e-02 1.69659e-02 9.99074e-01 9.99848e-01 9.96736e-01 9.99999e-01 9.16457e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99972e-01
8.165322639e+00 6.73896e-02 6.77423e-02 9.99171e-01 9.99834e-01 9.97327e-01 9.99999e-01 9.94389e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99987e-01
8.170766187e+00 5.55622e-01 5.82823e-01 9.99447e-01 9.99851e-01 9.97815e-01 9.99999e-01 9.38192e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99977e-01
8.176213365e+00 6.30443e-01 6.81364e-01 9.99508e-01 9.99844e-01 9.98174e-01 9.99999e-01 9.12497e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99961e-01
8.181664174e+00 6.09690e-01 6.42301e-01 9.99576e-01 9.99823e-01 9.98809e-01 9.99999e-01 9.16491e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99984e-01
8.187118617e+00 5.14585e-01 5.25193e-01 9.99694e-01 9.99803e-01 9.98729e-01 9.99999e-01 9.63290e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99960e-01
8.192576696e+00 4.94859e-01 5.14080e-01 9.99710e-01 9.99766e-01 9.99145e-01 9.99999e-01 9.25824e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99960e-01
8.198038413e+00 6.00708e-01 7.24152e-01 9.99727e-01 9.99754e-01 9.99163e-01 9.99999e-01 8.16056e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99954e-01
8.203503772e+00 1.76960e-01 1.79279e-01 9.99648e-01 9.99727e-01 9.99106e-01 9.99999e-01 9.43741e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99965e-01
8.208972775e+00 2.19819e-01 2.22953e-01 9.99705e-01 9.99650e-01 9.98959e-01 9.99999e-01 9.52277e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99965e-01
8.214445423e+00 7.25948e-01 7.49918e-01 9.99744e-01 9.99645e-01 9.98942e-01 9.99999e-01 9.64544e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99913e-01
8.219921720e+00 7.26289e-01 8.35192e-01 9.99810e-01 9.99720e-01 9.98954e-01 9.99999e-01 8.64734e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99981e-01
8.225401668e+00 6.28169e-01 6.37257e-01 9.99827e-01 9.99693e-01 9.99059e-01 9.99999e-01 9.81859e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99943e-01
8.230885269e+00 5.12398e-01 5.14059e-01 9.99847e-01 9.99684e-01 9.98930e-01 9.99999e-01 9.97251e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99936e-01
8.236372526e+00 7.34472e-01 7.37961e-01 9.99876e-01 9.99610e-01 9.99095e-01 9.99999e-01 9.96597e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99951e-01
8.241863441e+00 4.19377e-01 4.20893e-01 9.99888e-01 9.99612e-01 9.99056e-01 9.99999e-01 9.96575e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99963e-01
8.247358017e+00 2.40900e-02 2.41693e-02 9.99901e-01 9.99612e-01 9.99018e-01 9.99999e-01 9.89106e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99980e-01
8.252856256e+00 2.56772e-02 2.61195e-02 9.99915e-01 9.99495e-01 9.98994e-01 9.99999e-01 9.13698e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99977e-01
8.258358160e+00 2.97801e-01 3.09347e-01 9.99926e-01 9.99398e-01 9.98535e-01 9.99999e-01 9.07661e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99939e-01
8.263863732e+00 6.79581e-01 7.25276e-01 9.99935e-01 9.99309e-01 9.97804e-01 9.99999e-01 9.34502e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99990e-01
8.269372974e+00 7.51824e-01 7.57426e-01 9.99940e-01 9.99376e-01 9.97767e-01 9.99999e-01 9.94424e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99952e-01
8.274885890e+00 8.15721e-01 8.20545e-01 9.99948e-01 9.99401e-01 9.96807e-01 9.99999e-01 9.96801e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99976e-01
8.280402480e+00 8.87837e-01 9.06217e-01 9.99955e-01 9.99262e-01 9.97875e-01 9.99999e-01 9.80070e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99975e-01
8.285922749e+00 8.70152e-01 8.74523e-01 9.99962e-01 9.99306e-01 9.96347e-01 9.99999e-01 9.98915e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99990e-01
8.291446697e+00 5.45951e-01 5.48622e-01 9.99967e-01 9.99216e-01 9.98115e-01 9.99999e-01 9.91948e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99977e-01
8.296974328e+00 8.74643e-01 8.78637e-01 9.99971e-01 9.99276e-01 9.97784e-01 9.99999e-01 9.98004e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99991e-01
8.302505644e+00 9.51919e-01 9.61972e-01 9.99975e-01 9.99039e-01 9.97103e-01 9.99999e-01 9.93206e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99931e-01
8.308040648e+00 9.17056e-01 9.46149e-01 9.99978e-01 9.99072e-01 9.95528e-01 9.99999e-01 9.74122e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99972e-01
8.313579342e+00 9.27771e-01 9.62749e-01 9.99981e-01 9.98954e-01 9.93758e-01 9.99999e-01 9.70244e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99980e-01
8.319121728e+00 9.26811e-01 9.48838e-01 9.99987e-01 9.98828e-01 9.92779e-01 9.99999e-01 9.83903e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99968e-01
8.324667809e+00 8.80425e-01 9.22864e-01 9.99988e-01 9.98861e-01 9.89136e-01 9.99999e-01 9.62296e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99959e-01
8.330217588e+00 9.00146e-01 9.13489e-01 9.99990e-01 9.98723e-01 9.88611e-01 9.99999e-01 9.97519e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99992e-01
8.335771066e+00 7.93091e-01 8.12563e-01 9.99991e-01 9.98333e-01 9.85969e-01 9.99999e-01 9.90214e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99979e-01
8.341328247e+00 3.92243e-01 3.97315e-01 9.99992e-01 9.98287e-01 9.93930e-01 9.99999e-01 9.80937e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99991e-01
8.346889132e+00 4.98738e-02 5.00296e-02 9.99993e-01 9.97810e-01 9.91589e-01 9.99999e-01 9.97731e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99950e-01
8.352453725e+00 6.46469e-01 6.53119e-01 9.99994e-01 9.98348e-01 9.91742e-01 9.99999e-01 9.95424e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99983e-01
8.358022028e+00 7.68604e-01 7.86304e-01 9.99994e-01 9.98673e-01 9.89876e-01 9.99999e-01 9.85449e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99977e-01
8.363594042e+00 8.67462e-01 8.83666e-01 9.99995e-01 9.98093e-01 9.83459e-01 9.99999e-01 9.97148e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99995e-01
8.369169772e+00 9.00692e-01 9.29776e-01 9.99995e-01 9.97964e-01 9.76256e-01 9.99999e-01 9.91322e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99973e-01
8.374749218e+00 9.04638e-01 9.26125e-01 9.99996e-01 9.98245e-01 9.77024e-01 9.99999e-01 9.98293e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99972e-01
8.380332384e+00 8.00923e-01 8.21478e-01 9.99997e-01 9.98152e-01 9.68250e-01 9.99999e-01 9.93561e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99987e-01
8.385919273e+00 8.78128e-01 9.05428e-01 9.99997e-01 9.97928e-01 9.78174e-01 9.99999e-01 9.89760e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99967e-01
8.391509885e+00 7.55042e-01 7.91984e-01 9.99998e-01 9.97306e-01 9.67619e-01 9.99999e-01 9.74775e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99984e-01
8.397104225e+00 7.57538e-01 7.85845e-01 9.99998e-01 9.97828e-01 9.81977e-01 9.99999e-01 9.71266e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99994e-01
8.402702295e+00 8.40555e-01 8.60368e-01 9.99998e-01 9.97658e-01 9.84225e-01 9.99999e-01 9.91803e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99977e-01
8.408304096e+00 8.46027e-01 8.72416e-01 9.99998e-01 9.97708e-01 9.77218e-01 9.99999e-01 9.93190e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99974e-01
8.413909632e+00 7.44487e-01 7.67211e-01 9.99998e-01 9.97771e-01 9.74722e-01 9.99999e-01 9.94263e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99958e-01
8.419518906e+00 3.42045e-01 3.47886e-01 9.99998e-01 9.97400e-01 9.65131e-01 9.99999e-01 9.99102e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99981e-01
8.425131918e+00 1.27708e-02 1.29002e-02 9.99998e-01 9.96498e-01 9.60724e-01 9.99999e-01 9.99408e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99958e-01
8.430748673e+00 4.63316e-01 4.79654e-01 9.99998e-01 9.96224e-01 9.50554e-01 9.99999e-01 9.96117e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99982e-01
8.436369172e+00 7.02101e-01 7.42924e-01 9.99998e-01 9.95838e-01 9.42991e-01 9.99999e-01 9.96606e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99966e-01
8.441993418e+00 8.08765e-01 8.63447e-01 9.99998e-01 9.95474e-01 9.39041e-01 9.99999e-01 9.94308e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99965e-01
8.447621414e+00 8.44186e-01 8.76427e-01 9.99999e-01 9.95670e-01 9.59256e-01 9.99999e-01 9.99546e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99994e-01
8.453253161e+00 9.06070e-01 9.48609e-01 9.99999e-01 9.95258e-01 9.61739e-01 9.99999e-01 9.96650e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99955e-01
8.458888663e+00 9.21341e-01 9.55387e-01 9.99998e-01 9.95218e-01 9.74494e-01 9.99999e-01 9.93625e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99956e-01
8.464527922e+00 8.82058e-01 9.18282e-01 9.99999e-01 9.93764e-01 9.68852e-01 9.99999e-01 9.91894e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99967e-01
8.470170941e+00 6.93886e-01 7.11907e-01 9.99999e-01 9.93769e-01 9.63495e-01 9.99999e-01 9.97757e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99979e-01
8.475817722e+00 9.10849e-01 9.49534e-01 9.99998e-01 9.94474e-01 9.65810e-01 9.99999e-01 9.97399e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99962e-01
8.481468267e+00 8.39334e-01 8.76533e-01 9.99999e-01 9.94504e-01 9.52584e-01 9.99999e-01 9.98694e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99985e-01
8.487122579e+00 8.31711e-01 8.79424e-01 9.99999e-01 9.94358e-01 9.43247e-01 9.99999e-01 9.97219e-01 9.99999e-01 9.99999e-01 9.99997e-01 9.99938e-01
8.492780661e+00 8.41708e-01 8.94170e-01 9.99998e-01 9.93070e-01 9.48361e-01 9.99999e-01 9.95983e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99949e-01
8.498442514e+00 6.89555e-01 7.30989e-01 9.99999e-01 9.96241e-01 9.39467e-01 9.99999e-01 9.99051e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99979e-01
8.504108143e+00 6.35161e-01 6.69307e-01 9.99998e-01 9.94220e-01 9.49291e-01 9.99999e-01 9.98062e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99948e-01
8.509777548e+00 1.56696e-01 1.58986e-01 9.99999e-01 9.93610e-01 9.46849e-01 9.99999e-01 9.99530e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99930e-01
8.515450733e+00 8.82347e-03 8.90200e-03 9.99999e-01 9.93681e-01 9.73661e-01 9.99999e-01 9.99263e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99913e-01
8.521127700e+00 1.71615e-01 1.73398e-01 9.99999e-01 9.93692e-01 9.72633e-01 9.99999e-01 9.97784e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99860e-01
8.526808452e+00 7.43569e-01 7.63088e-01 9.99999e-01 9.91651e-01 9.82946e-01 9.99999e-01 9.96081e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99894e-01
8.532492991e+00 8.36859e-01 8.57526e-01 9.99999e-01 9.95126e-01 9.80353e-01 9.99999e-01 9.99049e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99883e-01
8.538181320e+00 8.38665e-01 8.62196e-01 9.99999e-01 9.94214e-01 9.78517e-01 9.99999e-01 9.96788e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99848e-01
8.543873441e+00 8.93030e-01 9.16924e-01 9.99999e-01 9.93708e-01 9.83553e-01 9.99999e-01 9.94759e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99866e-01
8.549569356e+00 8.85145e-01 9.05835e-01 9.99999e-01 9.92350e-01 9.82743e-01 9.99999e-01 9.98202e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99907e-01
8.555269069e+00 9.22120e-01 9.40022e-01 9.99999e-01 9.94080e-01 9.86805e-01 9.99999e-01 9.98162e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99876e-01
8.560972582e+00 9.42633e-01 9.60813e-01 9.99999e-01 9.90993e-01 9.91873e-01 9.99999e-01 9.98023e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99864e-01
8.566679897e+00 8.91040e-01 9.08249e-01 9.99999e-01 9.92310e-01 9.87911e-01 9.99999e-01 9.99459e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99895e-01
8.572391017e+00 8.16755e-01 8.36865e-01 9.99999e-01 9.92339e-01 9.81973e-01 9.99999e-01 9.98679e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99831e-01
8.578105944e+00 2.17248e-01 2.19947e-01 9.99999e-01 9.93091e-01 9.76469e-01 9.99999e-01 9.98614e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99878e-01
8.583824682e+00 2.31302e-01 2.33400e-01 9.99999e-01 9.91505e-01 9.72017e-01 9.99999e-01 9.97869e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99877e-01
8.589547231e+00 7.90508e-01 8.12454e-01 9.99999e-01 9.90789e-01 9.78548e-01 9.99999e-01 9.97787e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99865e-01
8.595273596e+00 8.95326e-01 9.31345e-01 9.99999e-01 9.90904e-01 9.67004e-01 9.99999e-01 9.99487e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99888e-01
8.601003779e+00 8.92529e-01 9.20633e-01 9.99999e-01 9.88901e-01 9.78426e-01 9.99999e-01 9.99250e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99900e-01
8.606737781e+00 9.10251e-01 9.40468e-01 9.99999e-01 9.87657e-01 9.77676e-01 9.99999e-01 9.99028e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99855e-01
8.612475606e+00 9.49881e-01 9.83088e-01 9.99999e-01 9.89972e-01 9.77547e-01 9.99999e-01 9.97169e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99844e-01
8.618217257e+00 9.36576e-01 9.75339e-01 9.99999e-01 9.88964e-01 9.72216e-01 9.99999e-01 9.96732e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99889e-01
8.623962735e+00 9.43544e-01 9.86367e-01 9.99999e-01 9.88667e-01 9.68816e-01 9.99999e-01 9.96636e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99925e-01
8.629712043e+00 9.43142e-01 9.80298e-01 9.99999e-01 9.90349e-01 9.70892e-01 9.99999e-01 9.98805e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99941e-01
8.635465185e+00 9.28663e-01 9.75254e-01 9.99999e-01 9.89162e-01 9.60285e-01 9.99999e-01 9.99251e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99923e-01
8.641222162e+00 9.32455e-01 9.89990e-01 9.99999e-01 9.81987e-01 9.57340e-01 9.99999e-01 9.99320e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99875e-01
8.646982976e+00 9.31641e-01 9.88914e-01 9.99999e-01 9.85265e-01 9.56359e-01 9.99999e-01 9.97748e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99885e-01
8.652747632e+00 9.24941e-01 9.85278e-01 9.99999e-01 9.84406e-01 9.53328e-01 9.99999e-01 9.97846e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99890e-01
8.658516130e+00 8.66619e-01 9.25465e-01 9.99999e-01 9.88280e-01 9.41302e-01 9.99999e-01 9.97816e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99945e-01
8.664288474e+00 9.01569e-01 9.55947e-01 9.99999e-01 9.87293e-01 9.51922e-01 9.99999e-01 9.99290e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99945e-01
8.670064666e+00 8.22364e-01 8.79656e-01 9.99999e-01 9.85183e-01 9.41362e-01 9.99999e-01 9.98813e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99959e-01
8.675844710e+00 3.52363e-01 3.59971e-01 9.99999e-01 9.84229e-01 9.44056e-01 9.99999e-01 9.98866e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99937e-01
8.681628606e+00 4.34005e-01 4.46904e-01 9.99999e-01 9.84318e-01 9.44035e-01 9.99999e-01 9.99412e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99941e-01
8.687416358e+00 7.30279e-01 7.64818e-01 9.99999e-01 9.84924e-01 9.47508e-01 9.99999e-01 9.95709e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99938e-01
8.693207969e+00 8.21292e-01 8.66637e-01 9.99999e-01 9.78451e-01 9.63997e-01 9.99999e-01 9.99660e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99999e-01
8.699003441e+00 1.77682e-01 1.80382e-01 9.99999e-01 9.80521e-01 9.50575e-01 9.99999e-01 9.99335e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99999e-01
8.704802777e+00 7.86771e-01 8.16736e-01 9.99999e-01 9.82121e-01 9.70477e-01 9.99999e-01 9.99165e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99999e-01
8.710605979e+00 9.05547e-01 9.45747e-01 9.99999e-01 9.85711e-01 9.69861e-01 9.99999e-01 9.97586e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99999e-01
8.716413049e+00 9.16768e-01 9.56406e-01 9.99999e-01 9.81387e-01 9.74828e-01 9.99999e-01 9.99526e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99999e-01
8.722223992e+00 9.41759e-01 9.81964e-01 9.99999e-01 9.80888e-01 9.75957e-01 9.99999e-01 9.99791e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99999e-01
8.728038808e+00 9.49971e-01 9.81412e-01 9.99999e-01 9.85503e-01 9.81226e-01 9.99999e-01 9.99537e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99999e-01
8.733857500e+00 9.53378e-01 9.84042e-01 9.99999e-01 9.86510e-01 9.81282e-01 9.99999e-01 9.99658e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99999e-01
8.739680072e+00 9.54877e-01 9.87813e-01 9.99999e-01 9.83296e-01 9.82325e-01 9.99999e-01 9.99496e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99999e-01
8.745506525e+00 9.36796e-01 9.78262e-01 9.99999e-01 9.72644e-01 9.84017e-01 9.99999e-01 9.98838e-01 9.99999e-01 9.99999e-01 9.99998e-01 9.99999e-01
